codigo_material,preco_real,qtde_min,descricao,modelos,origem,t,ipi,ncm_classif_fiscal,codigo_barras
4809-790-0300,62.54,1,Cabo da mão,FSE65,5,10,5.2,84679900,795711632885
4809-790-1300,126.18,1,Cabo de manejo,FSE65,8,10,5.2,84679900,795711632892
4809-790-1409,116.53,1,Carcaça,FSE60,1,10,5.2,84679900,886661943760
4809-900-0900,105.12,1,Caixa de papelão p/ embalagem,,1,0,15.0,48191000,795711635732
4810-710-7600,70.24,1,Adaptador,FSE65,5,10,9.75,39269090,795711620066
4811-432-2000,16.28,1,Corrediça,BGE71,1,10,9.75,39269090,795711628871
4811-435-0300,35.14,1,Interruptor,BGE71,1,10,9.75,85365090,795711628888
4811-440-3002,83.85,1,Cabo de ligação,BGE71,1,10,5.0,85444200,795711629991
4811-440-3021,103.69,1,Cabo de ligação 120 - 220 V/60 Hz BR,BGE71,1,10,5.0,85444200,795711691059
4811-440-3026,89.05,1,Cabo de ligação,BGE71,1,10,0.0,85444900,886661440689
4811-600-0201,469.4,1,Motor elétrico 127 V/60 Hz,BGE71,1,0,6.5,85012000,795711632250
4811-600-0203,469.4,1,Motor elétrico 230 V/50 Hz,BGE71,1,0,6.5,85012000,886661424795
4811-700-3401,77.07,1,Roda do ventilador,BGE71,1,10,3.25,84149020,886661490110
4811-700-4125,196.44,1,Carcaça do ventilador,BGE71,1,10,3.25,84149020,886661447039
4811-700-6901,77.9,1,Cotovelo,BGE71,1,10,3.25,84149020,886661435173
4811-706-8001,44.02,1,Grade proteção,BGE71,1,10,3.25,84149020,886661424788
4811-708-3000,7.39,1,Arruela de pressão,BGE71,1,10,6.5,73182100,795711628536
4811-708-3001,7.39,1,Arruela de pressão,BGE71,1,10,6.5,73182100,795711628543
4811-708-3101,24.37,1,Porca de engate,BGE71,1,10,0.0,39174090,886661424771
4811-760-3501,187.32,1,Tubo de aspiração,BGE71,1,10,3.25,84149020,886661435166
4811-760-8203,83.85,1,Tubo,BGE71,1,10,3.25,84149020,886661435180
4811-761-0800,8.73,1,Condutor de ar,BGE71,1,10,3.25,84149020,795711628901
4811-791-6600,8.19,1,Borboleta,BGE71,1,10,3.25,84149020,795711620745
4811-792-3700,10.93,1,Alavanca entalhada,BGE71,1,10,3.25,84149020,795711620752
4811-967-1825,10.08,1,Placa de características BGE 71 BR 127 V,BGE71,1,10,9.75,39191090,795711687724
4811-967-1826,10.08,1,Placa de características BGE 71 BR 220 V,BGE71,1,10,9.75,39191090,795711687731
4811-967-1835,10.08,5,Placa de características BGE 71 BR 127 V,BGE71 - 127V,1,10,9.75,39191090,886661540358
4811-967-1836,10.08,2,Placa de características BGE 71 BR 220 V,BGE71 - 220V,1,10,9.75,39191090,886661540365
4812-007-1000,58.38,1,Jogo de escovas de carvão 120 V,HSE61,1,10,0.0,85444900,795711630904
4812-435-0302,38.4,1,Interruptor,HSE61,1,10,9.75,85365090,886661509652
4812-435-2100,3.72,1,Mola com haste,HSE61 HSE52,1,10,9.75,73202010,795711823351
4812-435-6300,15.04,1,Trava da alavanca de comando,HSE61,1,10,5.2,84679900,795711823344
4812-435-7001,6.66,1,Alavanca,HSE61,1,10,5.2,84679900,795711823368
4812-435-7300,10.58,1,Alavanca de bloqueio,HSE52,1,10,5.2,84679900,795711620707
4812-440-1902,9.57,1,Cabo de ligação 190 mm,HSE61,1,10,5.0,85444200,795711826598
4812-440-1903,9.67,1,Cabo de ligação 265 mm,HSE61,1,10,5.0,85444200,795711907648
4812-440-3003,35.7,1,Cabo de ligação,HSE61,1,10,5.0,85444200,795711909734
4812-440-3004,35.7,1,Cabo de ligação,HSE61,1,10,5.0,85444200,795711909758
4812-600-0201,258.58,1,Motor elétrico 127 V/60 Hz,HSE61 HSE52substituí 4812-600-0200,1,0,6.5,85012000,886661094745
4812-600-0205,258.57,1,Motor elétrico 120 V/60 Hz,HSE52 HSE61,1,0,6.5,85014019,886661582242
4812-600-0251,310.29,1,Motor elétrico 120 V/60 Hz,HSE52,1,0,6.5,85014019,886661861224
4812-600-0254,310.29,1,Motor elétrico 230 V/50 Hz,HSE61,1,0,6.5,85013110,886661475360
4812-600-0807,158.42,1,Carcaça do motor,HSE61,1,10,5.2,84679100,795711823993
4812-600-0814,160.36,1,Carcaça do motor,HSE61,1,10,5.2,84679900,886661031115
4812-600-2700,73.14,1,Jogo de escovas de carvão,HSE52 HSE61,1,0,6.5,85452000,886661582327
4812-600-2701,64.37,1,Jogo de escovas de carvão,HSE61,1,0,6.5,85452000,886661618002
4812-710-6059,388.83,1,"Lâmina 500 mm / 20""",HSE61,1,10,5.2,82084000,795711908522
4812-711-8600,7.71,1,Grampo,HSE61,1,10,6.5,73170020,795711826208
4812-716-2401,3.72,1,Mola de pressão,HSE52,1,10,9.75,73202010,795711628703
4812-716-2404,3.72,1,Mola de pressão,HSE61,1,10,9.75,73202010,795711906429
4812-790-0602,39.86,1,Cobertura do punho,HSE61,1,10,3.25,84149020,795711824006
4812-790-1200,86.84,1,Cabo em forma de arco,HSE61,1,10,5.2,84679900,795711853259
4812-790-2400,50.0,1,Cabo Bowden,HSE61,1,10,9.75,73121090,795711853273
4812-790-5101,28.06,1,Cobertura,HSE61,1,10,5.2,84679900,795711620769
4812-790-9108,39.01,1,Proteção da mão 220 V,HSE61-220V,1,10,5.2,84679900,795711910112
4812-790-9117,33.7,1,Proteção da mão,HSE61 - 110V,1,10,5.2,84679900,886661025701
4812-791-9202,13.35,1,Capa,HSE61,1,10,9.75,39269090,795711853242
4812-792-1800,7.23,1,Segmento de contato,HSE61,1,10,5.2,84679900,795711824099
4812-792-7001,11.27,1,Corrediça,HSE61,1,10,5.2,84679100,795711931674
4812-792-8804,17.27,1,Alavanca do interruptor,HSE61,1,10,5.2,84679900,795711823337
4812-792-8805,12.26,3,Alavanca do interruptor,HSE61,1,10,5.2,84679900,795711824082
4812-798-0300,6.66,1,Peça corrediça,HSE61,1,10,5.2,84679900,795711823375
4812-967-1805,10.08,1,Placa de características HSE 61 120 V,HSE61,1,0,9.75,39199020,795711685997
4812-967-1806,10.08,1,Placa de características HSE 61 220 V,HSE61,1,0,9.75,39199020,795711686000
4815-600-0209,290.89,1,Motor elétrico 120 V/60 Hz,FSE41 - 127,1,0,6.5,85014019,886661617982
4815-600-0210,290.89,1,Motor elétrico 230 V/50 Hz,FSE41 - 230V,1,0,6.5,85014019,886661617999
4815-710-7103,92.13,1,Tubo do eixo,FSE41,1,10,5.2,84679900,795711622657
4815-710-8102,68.64,1,Proteção,FSE41,1,10,5.2,84679900,795711627775
4815-717-1300,15.58,1,Peça limitadora,FSE41,1,10,5.2,84679900,795711619138
4815-790-1000,100.89,1,Carcaça do punho,FSE41,1,10,5.2,84679900,795711619145
4815-967-1803,10.08,1,Placa de características FSE 41 120 V,FSE41,1,10,9.75,39191090,795711685973
4815-967-1804,10.08,1,Placa de características FSE 41 220 V,FSE41,1,10,9.75,39191090,795711685980
4816-713-3400,20.58,1,Aro Espaçador,FSE52 FSA57 FSA65,1,10,6.5,73170090,795711930226
4816-790-1200,64.98,1,Cabo em forma de arco,FSA56 FSA57,1,10,5.2,84679900,795711982362
4818-430-2100,20.61,1,Alavanca do interruptor,HSE52,1,10,5.2,84679900,795711904975
4818-435-0300,35.14,1,Interruptor,HSE52,1,10,9.75,85365090,795711901295
4818-435-6300,12.81,1,Trava da alavanca de comando,HSE52,1,10,5.2,84679900,795711837433
4818-440-1900,9.57,3,Cabo de ligação,HSE52,1,10,5.0,85444200,795711938567
4818-440-3000,32.3,1,Cabo de ligação,HSE52,1,10,5.0,85444200,795711901301
4818-440-3002,38.54,1,Cabo de ligação,HSE52,1,10,5.0,85444200,886661582341
4818-600-0253,273.06,1,Motor elétrico 230 V/50 Hz,HSE52,1,0,6.5,85014019,886661861279
4818-600-0800,120.75,1,Carcaça do motor,HSE52,1,10,5.2,84679900,795711902247
4818-600-3501,37.23,1,Cobertura HSE 52,HSE52,1,10,5.2,84679900,795711837389
4818-640-0500,138.05,1,Carcaça da engrenagem,HSE52,1,10,0.0,84839000,795711902254
4818-640-2400,148.69,1,Eixo de transmissão,HSE52,1,10,0.0,84831090,795711902391
4818-640-5800,98.98,1,Tampa da engrenagem,HSE52,1,10,0.0,84839000,795711837396
4818-640-6100,17.54,2,Pino da embreagem,HSE52,1,10,6.5,73182900,795711906870
4818-641-4603,68.69,1,Guia 500 mm,HSE52,1,10,5.2,84679900,795711905026
4818-641-4901,3.43,1,Luva,HSE52 HSA66 HLA65,1,10,6.5,73182900,795711905040
4818-642-3901,7.75,1,Arruela do arrastador,HSE52,1,10,6.5,73182200,795711938574
4818-642-8702,9.51,1,Arruela de arranque,HSE52,1,10,6.5,73182200,795711958237
4818-648-6702,6.61,5,Peça deslizante,HSE52,1,10,7.8,84833090,795711903305
4818-710-5901,406.78,1,Jogo barras de corte 500 mm,HSE52,1,10,5.2,82084000,795711902384
4818-710-6051,325.42,1,Lâmina 500 mm,HSE52,1,10,5.2,82084000,795711936099
4818-790-1201,79.97,1,Cabo em forma de arco,HSE52,1,10,5.2,84679900,886661016341
4818-790-8701,58.48,1,Alavanca de comando,HSE52,1,10,5.2,84679900,886661016334
4818-792-9000,13.34,1,Proteção guia,HSE52 HSA56,1,10,5.2,84679900,795711954420
4818-967-1806,10.08,1,Placa de características HSE 52 BR 127V,HSE52,1,10,9.75,39191090,886661353125
4818-967-1807,10.08,1,Placa de características HSE 52 BR 220V,HSE52,1,10,9.75,39191090,886661353132
4850-440-3023,590.58,1,Cabo de ligação,MSA191,1,10,5.0,85444200,886661578436
4850-840-0249,1834.64,1,ADG 2 Equipamento para diagnóstico a,220V,1,10,3.25,90303390,886661820436
4850-840-0251,2194.27,1,ADG 2 Equipamento para diagnóstico a,127V,1,10,3.25,90303390,886661820443
4850-900-0931,18.32,1,Caixa Logística Reversa Baterias Linha P,,1,0,15.0,48191000,886661620517
4851-084-2600,5.27,1,Filtro,HSA66,1,10,5.2,84679900,795711968465
4851-400-0600,164.54,1,Placa de contato,HSA66,1,10,5.2,84679900,795711980337
4851-430-0502,67.35,1,Interruptor,HSA66,1,10,9.75,85365090,795711979935
4851-430-1405,572.2,1,Módulo electrônico,HSA66,1,0,9.75,90328990,886661475100
4851-430-9800,14.49,2,Alavanca de bloqueio,MSA160 MSA200 HSA65 HSA85 TSA230 HSA66 FSA135 KMA135,1,10,5.2,84679900,795711877262
4851-435-2100,3.72,2,Mola com haste,HSA65 HSA85 HSA66,1,10,9.75,73202010,795711630331
4851-435-2401,15.6,3,Alavanca do interruptor,HSA65 HSA85 HSA66,1,10,5.2,84679900,795711630584
4851-435-2800,10.39,3,Alavanca entalhada,HSA65 HSA85 HSA66,1,10,3.25,84149020,795711630591
4851-435-6300,13.37,3,Trava da alavanca de comando,HSA65 HSA85 HSA66,1,10,5.2,84679100,795711630607
4851-600-0206,582.27,1,Motor elétrico,HSA 66,1,0,6.5,85013110,795711980320
4851-600-3502,97.65,1,Cobertura HSA 66,HSA66,1,10,5.2,84679900,795711961022
4851-602-2201,18.9,1,Condutor de ar,HSA66,1,10,5.2,84679900,795711931070
4851-640-0103,318.52,1,Engrenagem,HSA66,1,10,0.0,84839000,795711962258
4851-640-0104,317.86,1,Engrenagem,HLA65,1,10,0.0,84839000,795711962265
4851-640-0501,151.61,1,Carcaça da engrenagem,HSA66,1,10,5.2,84679900,795711931094
4851-640-1602,270.87,1,Excêntrico,HSA66,1,10,0.0,84839000,795711931162
4851-640-1603,269.96,1,Excêntrico,HLA65,1,10,0.0,84839000,795711960933
4851-640-8400,72.59,1,Placa do rolamento,HSA65 HSA85 HSA66,1,10,0.0,84839000,795711628338
4851-641-0400,30.77,1,Tampa da engrenagem,HSA65 HSA85 HSA66,1,10,0.0,84839000,795711628345
4851-641-4900,17.32,1,Luva,HSA66 HLA65,1,10,6.5,73182900,795711968717
4851-648-6700,6.53,3,Peça deslizante,HSA66 HLA65,1,10,6.5,73182900,795711961015
4851-710-5903,560.81,1,"Jogo barras de corte 500 mm / 20""",HSA66,1,10,5.2,82084000,795711931100
4851-710-6053,388.83,1,"Lâmina 500 mm / 20""",HSA66,1,10,5.2,82084000,795711980344
4851-713-6705,68.36,1,Guia,HSA66,1,10,5.2,84679900,795711931117
4851-790-1203,79.34,1,Cabo em forma de arco,HSA66,1,10,5.2,84679900,886661018062
4851-790-8701,57.92,1,Alavanca de comando,HSA66,1,10,5.2,84679900,886661016327
4851-790-9109,37.13,1,Proteção da mão HSA 66,HSA66,1,10,5.2,84679900,795711980313
4851-791-0601,14.37,1,Cobertura do punho,HSA65 HSA85 HSA66,1,10,5.2,84679900,795711629397
4851-791-1002,123.0,1,Carcaça do punho,HSA66,1,10,5.2,84679900,795711931131
4851-791-2300,67.48,1,Cabo em forma de arco,HSE52 HSA56,1,10,5.2,84679900,795711621452
4851-791-3100,9.37,5,Mola,BGA85 BGAFSA HSA65 HSA85 SPA65 HTA85 KGA770 HSA66 HLA65,1,10,9.75,73202010,795711621469
4851-792-9001,15.39,2,Proteção guia,HLA65,1,10,5.2,84679900,795711931148
4851-967-1815,10.08,1,Placa de características HSA 66 JP,HSA66 JP,1,10,9.75,39191090,795711967246
4852-430-0500,57.73,1,Interruptor,BGA85 FSA65 FSA85 SPA65,1,10,9.75,85365090,795711627812
4852-430-0502,72.2,1,Interruptor,BGA85 FSA65 FSA85 SPA65 HLA65,1,10,9.75,85365090,886661496471
4852-430-1400,615.12,1,Módulo electrônico,FSA65,1,10,9.75,85113020,795711801427
4852-430-1401,615.12,1,Módulo electrônico,FSA65 FSA85,1,10,9.75,85389010,795711825621
4852-430-9800,17.79,1,Alavanca de bloqueio,FSA86 HTA86,1,10,5.2,84679900,886661640614
4852-435-2401,13.37,1,Alavanca do interruptor,BGA85 FSA65 FSA85 SPA65 HTA85,1,10,5.2,84679900,795711627935
4852-435-2800,13.12,1,Alavanca entalhada,BGA85 FSA65 FSA85 SPA65 HTA85,1,10,3.25,84149020,795711627942
4852-435-6300,10.93,2,Trava da alavanca de comando,BGA85 FSA65 FSA85 SPA65 HTA85,1,10,3.25,84149020,795711627959
4852-435-6301,11.14,1,Trava da alavanca de comando,BGA85 FSA65 FSA85 SPA65 HTA85 HLA65,1,10,5.2,84679900,886661264407
4852-435-7301,8.9,2,Alavanca de bloqueio,BGA85 FSA65 FSA85 SPA65 MSA160T HTA85 KGA770 HLA65,1,10,5.2,84679900,795711627966
4852-440-3000,155.81,1,Cabo de ligação,FSA65,1,10,5.0,85444200,795711829643
4852-440-3001,175.08,1,Cabo de ligação,FSA65 FSA85,1,10,5.0,85444200,795711829704
4852-600-0200,604.61,1,Motor elétrico,FSA65 FSA85,1,0,6.5,85013110,795711628352
4852-600-3500,80.92,1,Cobertura FSA 65,FSA65,1,10,5.2,84679900,795711686215
4852-600-3501,74.66,1,Cobertura FSA 85,FSA65 FSA85,1,10,3.25,84249090,795711686222
4852-602-1202,77.32,1,Carcaça do motor direita,FSA65 FSA85,1,10,3.25,84099190,795711829650
4852-602-1203,85.21,1,Carcaça do motor punho,FSA65 FSA85,1,10,5.2,84679900,795711829667
4852-609-0401,18.27,1,Arruela de vedação,FSA65 FSA85,1,10,9.75,39269090,795711629083
4852-710-7100,129.75,1,"Tubo do eixo Ø 25,4 MM",FSA65,1,10,5.2,84679900,795711629090
4852-710-7101,136.83,1,"Tubo do eixo Ø 25,4 MM",FSA65 FSA85,1,10,5.2,84679900,795711629106
4852-710-8100,62.52,1,Proteção,FSA65,1,10,5.2,84679900,795711629564
4852-710-8101,35.35,2,Proteção,FSA65 FSA85,1,10,5.2,84679900,795711629120
4852-790-1051,132.62,1,Carcaça do punho,FSA65 FSAHLA,1,10,5.2,84679900,886661965502
4852-900-0900,25.54,1,Caixa de papelão p/ embalagem,,1,0,15.0,48191000,795711629342
4852-967-1808,10.08,5,Placa de características FSA 65 JP,FSA65,1,10,9.75,39191090,795711910655
4852-967-1809,10.08,2,Placa de características FSA 85 JP,FSA65 FSA85,1,10,9.75,39191090,795711910662
4853-430-1400,629.43,1,Módulo electrônico,BGA85,1,10,9.75,85389090,795711801434
4853-440-3000,103.12,1,Cabo de ligação,BGA85,1,10,5.0,85444200,795711630164
4853-600-0200,816.08,1,Motor elétrico,BGA85,1,0,6.5,85013110,795711630751
4853-600-3501,79.42,1,Cobertura BGA 85,BGA85,1,10,3.25,84149020,795711865030
4853-700-4102,172.61,1,Carcaça do ventilador,BGA85,1,10,3.25,84149020,795711865023
4853-706-8000,41.27,1,Grade proteção,BGA85,1,10,3.25,84149020,795711630386
4853-761-0100,52.28,1,Rotor,BGA85,1,10,3.25,84139190,795711630652
4853-761-0200,83.1,1,Roda diretora,BGA85,1,10,3.25,84149020,795711630669
4853-761-0300,62.48,1,Cone de saída,BGA85,1,10,3.25,84149020,795711630676
4853-761-1100,42.89,1,Cone de entrada,BGA85,1,10,3.25,84149020,795711630683
4853-764-4200,13.21,1,Arrastador,BGA85,1,10,0.0,84839000,795711630690
4853-790-1001,105.86,1,Carcaça do punho,FSA65,1,10,5.2,84679900,886661066926
4853-792-7800,26.3,1,Peça de ligação,BGA85,1,10,3.25,84149020,795711630966
4853-792-7801,24.94,1,Peça de ligação,FSA65 HLA65,1,10,5.2,84679900,886661057870
4853-967-1804,10.08,1,Placa de características BGA 85 JP,BGA85,1,10,9.75,39191090,795711910679
4855-007-1001,45.32,1,Kit coberturas,SPA65,1,10,5.2,84679900,886661211326
4855-007-1002,557.93,1,Kit módulo eletrônico,SPA65,1,0,9.75,90328990,886661211333
4855-430-1400,557.93,1,Módulo electrônico,SPA65,1,0,9.75,90328990,795711889081
4855-430-1402,557.9,1,Módulo electrônico,SPA65,1,0,9.75,90328990,886661198054
4855-431-4000,28.79,1,Fita de condutibilidade témica,SPA65,1,10,9.75,39199090,795711991531
4855-431-8300,9.3,1,Inserto,SPA65,1,0,9.75,39211900,795711964245
4855-440-3000,146.18,1,Cabo de ligação,SPA65,1,10,5.0,85444200,795711892951
4855-448-1200,11.02,1,Porta-cabos,FSA65,1,10,9.75,85369090,795711962845
4855-600-0200,766.41,1,Motor elétrico,SPA65,1,0,6.5,85013110,795711991548
4855-600-3500,123.54,1,Cobertura,SPA65,1,10,5.2,84679900,795711951337
4855-602-0400,44.24,1,Cobertura,SPA65,1,10,5.2,84679900,795711916299
4855-608-8000,3.82,1,Pino,SPA65,1,10,6.5,73182900,795711991555
4855-608-9000,6.56,1,Anel de borracha,SPA65,1,10,11.7,40169990,795711916343
4855-640-0500,216.01,1,Carcaça da engrenagem,SPA65,1,10,0.0,84839000,795711915889
4855-640-0502,194.86,1,Carcaça da engrenagem,SPA65,1,10,0.0,84839000,886661062126
4855-640-7500,206.17,1,Roda dentada,SPA65,1,10,0.0,84839000,795711915926
4855-640-7501,54.12,1,Roda dentada,SPA65,1,10,0.0,84839000,795711915940
4855-710-7105,182.47,1,"Tubo do eixo Ø 25,4 mm",SPA65,1,10,5.2,84679900,886661223985
4855-717-3500,9.28,1,Barra de proteção,SPA65,1,10,9.75,39269090,886661004966
4855-717-3501,11.6,1,Barra de proteção,SPA65,1,10,9.75,39269090,886661004973
4855-740-7700,134.98,1,Ponteira,SPA65,1,0,0.0,84836090,795711951344
4855-790-1051,107.87,1,Carcaça do punho,SPA65 HTA85,1,10,5.2,84679900,886661965526
4855-820-1000,78.76,1,Pé de apoio,SPA65 HTA86,1,10,5.2,84679900,886661013685
4855-967-1800,10.08,1,Placa de características SPA 65,SPA65,1,10,9.75,39191090,795711990077
4855-967-4000,10.08,5,Plaqueta instrutiva,SPA65,1,10,9.75,39191090,886661208715
4855-967-7200,10.08,1,Indicação de advertência pictogram SPA,SPA65,1,10,9.75,39191090,795711953928
4857-350-4410,115.98,1,Tanque de óleo,HTA85,1,10,5.2,84679100,886661013982
4857-430-0501,67.35,1,Interruptor,HTA85,1,10,9.75,85365090,886661065622
4857-430-0502,81.77,1,Interruptor,HTA85,1,10,9.75,85365090,886661496495
4857-430-1400,772.48,1,Módulo electrônico,HTA85,1,0,9.75,90328990,795711909178
4857-440-1500,19.45,1,Carcaças de terminais,HTA85,1,10,5.2,84679100,886661115099
4857-440-3001,418.7,1,Cabo de ligação,HTA85,1,10,5.0,85444200,795711943974
4857-448-1202,16.24,1,Porta-cabos,HTA85,1,10,9.75,39269090,886661698073
4857-600-0804,174.48,1,Carcaça do motor,HTA85,1,10,5.2,84679100,886661115105
4857-600-3500,113.84,1,Cobertura,HTA85,1,10,5.2,84679100,886661055876
4857-607-3000,14.58,1,Roda do ventilador,MSA160T,1,10,3.25,84149020,795711980610
4857-607-3002,22.39,1,Roda do ventilador,HTA85,1,10,3.25,84149020,886661176175
4857-640-3200,64.62,1,Bomba de óleo,MSA160T,1,10,0.0,84135090,886661130436
4857-640-3202,64.62,1,Bomba de óleo,HTA85,1,10,0.0,84135090,886661175734
4857-642-1202,47.15,1,"Pinhão da corrente 1/4""P 6D",HTA85 MSA120 MSA140 HTA86,1,10,0.0,84839000,795711940249
4857-664-2400,11.91,1,Parafuso com colar M8,MSA160T HTA86,1,10,6.5,73181500,886661019861
4857-710-7100,225.7,1,Tubo do eixo Ø 38x1604 mm,HTA85,1,10,5.2,84679900,795711909246
4857-711-0201,38.28,1,"Tubo guia Ø 25,4x206 mm",HTA85,1,10,5.2,84679100,886661110117
4857-711-0300,131.41,1,Tubo Ø 33x1684 mm,HTA85,1,10,5.2,84679100,795711933166
4857-711-2500,22.12,1,Luva,HTA85,1,10,0.0,39172900,795711937485
4857-716-1000,5.65,1,Gancho,HTA85,1,10,5.2,84679100,795711909215
4857-716-6500,100.18,1,Peça de fixação,HTA85,1,10,9.75,39269090,795711933159
4857-716-6503,102.72,1,Peça de fixação,HTA85 HT133,1,0,2.6,81049000,886661430642
4857-791-7200,15.05,1,Luva,HTA85,1,10,5.2,84679100,795711966195
4857-792-9900,8.12,1,Sujeitador,HTA85,1,10,9.75,39269090,886661049592
4857-793-7700,16.82,3,Bujão,HTA85,1,10,9.75,39269090,795711933173
4857-793-9600,8.55,1,Arruela de pressão,HTA85,1,10,6.5,39269010,795711909345
4857-967-7200,10.08,1,Indicação de advertência pictogram HTA,HTA85 HTA86,1,10,9.75,39191090,795711953904
4859-007-1001,28.3,2,Kit encosto,HTA86,1,10,5.2,84679100,886661592326
4859-007-3800,45.12,1,Kit elementos de comando,HLA66 HTA86,1,10,5.2,84679100,886661592302
4859-084-2600,4.32,10,Filtro,HLA65,1,10,9.75,39269090,795711981136
4859-430-0500,17.57,2,Interruptor,HLA65,1,10,9.75,85365090,795711931681
4859-430-0501,65.9,1,Interruptor,HLA66 HTA86,1,10,9.75,85365090,886661120291
4859-430-0502,64.84,1,Interruptor,HLA66 HTA86,1,10,9.75,85365090,886661662456
4859-430-1400,572.2,1,Módulo electrônico,HLA65,1,0,9.75,90328990,795711888602
4859-430-1402,572.2,1,Módulo electrônico,HLA66,1,0,9.75,85371030,886661950690
4859-440-3000,143.35,1,Cabo de ligação,HLA65,1,10,5.0,85444200,795711887933
4859-440-3002,181.31,1,Cabo de ligação,HLA66,1,10,5.0,85444200,886661967551
4859-600-0202,597.95,1,Motor elétrico,HLA65,1,0,6.5,85013110,886661826698
4859-600-0800,52.99,1,Carcaça do motor,HLA65,1,10,5.2,84679900,795711993641
4859-600-3510,76.07,1,Cobertura HLA 65,HLA65,1,10,5.2,84679900,886661014613
4859-640-0500,162.26,1,Carcaça da engrenagem,HLA65 HLA66,1,10,5.2,84679900,795711907495
4859-640-0515,157.62,1,Carcaça da engrenagem,HLA65 HLA66,1,10,0.0,84839000,886661715459
4859-640-8400,59.77,1,Placa do rolamento,HLA65,1,10,0.0,84839000,795711907518
4859-640-8900,12.89,1,Arruela de aperto,HLA65,1,0,3.25,74198090,795711961169
4859-641-0400,23.21,2,Tampa da engrenagem,HLA65,1,10,5.2,84679900,795711907501
4859-641-5500,18.35,1,Carcaça de bloqueio,HLA65,1,10,5.2,84679900,795711907525
4859-641-9400,47.55,1,Bucha do mancal,HLA65,1,10,6.5,73182900,795711907136
4859-642-4600,27.73,1,Chapa de contato,HLA65,1,10,5.0,73269090,795711993627
4859-710-5900,672.96,1,"Jogo barras de corte 500 mm / 20""",HLA65,1,10,5.2,82084000,795711962005
4859-710-6050,466.59,1,"Lâmina 500 mm / 20""",HLA65,1,10,5.2,82084000,795711993634
4859-710-7102,127.58,1,"Tubo do eixo Ø 25,4 mm",HLA65,1,10,5.2,84679900,886661023868
4859-710-7109,314.14,1,Tubo do eixo,HLA66,1,10,5.2,84679900,886661612772
4859-713-2200,45.53,1,"Chapa deslizante da lâmina 500 mm / 20""",HLA65,1,10,5.2,84679900,795711967444
4859-713-6700,68.36,1,Guia,HLA65,1,10,5.2,84679900,795711907150
4859-740-3300,113.67,1,"Chapa coletora 500 mm / 20""",Para usar em podadores com lâmina até 500mm,1,10,5.2,84679900,886661023905
4859-740-5300,17.83,1,Alavanca tensora,HTA85,1,10,5.2,84679100,886661192939
4859-790-1012,135.94,1,Carcaça do punho,HTA86,1,10,5.2,84679100,886661612055
4859-790-2400,60.1,1,Cabo Bowden,HLA65,1,10,5.2,84679900,795711909680
4859-791-0600,17.49,1,Cobertura do punho,HLA65,1,10,5.2,84679900,795711958077
4859-791-7500,22.12,1,Cobertura,FSA86 HTA86,1,10,5.2,84679100,886661612062
4859-793-4500,80.63,1,Articulação,HLA65,1,10,5.2,84679900,795711907402
4859-793-4510,87.94,1,Articulação,HLA66,1,10,5.2,84679900,886661950621
4859-793-4600,40.87,1,Tampa,HLA65,1,10,5.2,84679900,795711907396
4859-793-5700,54.21,1,Peça de aperto,HLA65,1,10,5.2,84679900,795711907419
4859-793-9100,8.77,1,Prato de pressão,HLA65,1,10,5.2,84679900,795711907426
4859-967-7200,10.09,2,Indicação de advertência pictogram HLA,HLA65,1,10,9.75,39199090,795711953843
4860-007-1001,137.56,1,Kit lábios de vedação,KG770 KGA770,1,10,11.7,40169990,795711977184
4860-007-1004,606.45,1,Conjunto engrenagem helicoidal,KG770 KGA770,1,10,0.0,84839000,795711982447
4860-007-1005,42.8,1,Jogo,KGA770,1,0,0.0,96039000,886661013555
4860-007-1012,745.56,1,Conjunto vassoura de disco KG 770,KG770,1,0,0.0,96035000,886661288304
4860-007-1013,836.12,1,Conjunto vassoura de disco KGA 770,KG770,1,0,0.0,96035000,886661288311
4860-403-1400,36.41,1,Parte da carcaça superior,KGA770,1,0,0.0,84799090,795711951276
4860-403-1500,44.12,1,Parte da carcaça inferior,KGA770,1,0,0.0,84799090,795711951283
4860-403-1600,47.17,1,Quadro,KGA770,1,0,0.0,84799090,795711951290
4860-404-0800,13.34,4,Placa de contato,HTA85,1,10,5.2,84679100,886661134342
4860-404-0801,13.9,1,Placa de contato,RMA510,1,10,5.2,84679900,886661559374
4860-430-0500,108.76,1,Interruptor,KGA770,1,10,9.75,85365090,795711971847
4860-430-1400,463.79,1,Módulo electrônico,KGA770,1,0,9.75,90328990,795711938949
4860-430-1501,121.77,1,"Protetor térmico 230 V, 3,5 A",KGA770,1,10,6.5,85362000,795711938956
4860-440-3000,87.26,1,Cabo de ligação,KGA770,1,10,5.0,85444200,795711906641
4860-440-3001,95.22,1,Cabo de ligação,KGA770,1,10,5.0,85444200,795711906658
4860-440-3002,43.66,1,Cabo de ligação,KGA770,1,10,5.0,85444200,795711970864
4860-600-0207,596.58,1,Motor elétrico,KGA770,1,0,6.5,85011019,886661287598
4860-600-0208,596.58,1,Motor elétrico,KGA770,1,0,6.5,85011019,886661287604
4860-600-4201,45.13,1,Sem-fim,KGA770,1,10,0.0,84839000,886661267651
4860-730-0302,358.0,1,Roda inclinada esquerda,KG770,1,10,0.0,84839000,795711982454
